ID,EIGENAAR,TURBINE/PARKNAAM,kW,N.Br.-GE,O.L.-GE
2111,Electrabel,WP Eeems,3000,53.4389,6.8763
2112,Electrabel,WP Eeems,3000,53.4348,6.8745
2113,Electrabel,WP Eeems,3000,53.4317,6.8731
2114,Electrabel,WP Eeems,3000,53.4392,6.8811
2115,Electrabel,WP Eeems,3000,53.4309,6.879
2116,Electrabel,WP Eeems,3000,53.4263,6.8765
2389,Wp Energie BV,Wp Energie BV,800,52.604689,4.759392
2321,Fri-Energy BV,WP Frivis Franeker,850,53.18229,5.514441
2411,WP Hoevensche Beemden (Eneco) 1,Wp Hoevensche Beemden,3000,51.6163,4.591001
2412,WP Hoevensche Beemden (Eneco) 2,Wp Hoevensche Beemden,3000,51.6128,4.591164
2413,WP Hoevensche Beemden (Eneco) 3,Wp Hoevensche Beemden,3000,51.6092,4.591127
2414,WP Hoevensche Beemden (Eneco) 4,Wp Hoevensche Beemden,3000,51.6056,4.591291
2415,WP Hoevensche Beemden (Eneco) 5,Wp Hoevensche Beemden,3000,51.602,4.591355
2399,Wp Hondtocht 1,WP Hondtocht,2300,52.513332,5.796699
2400,Wp Hondtocht 2,WP Hondtocht,2300,52.516591,5.797775
2401,Wp Hondtocht 3,WP Hondtocht,2300,52.51985,5.798866
2402,Wp Hondtocht 4,WP Hondtocht,2300,52.523108,5.799943
2403,Wp Hondtocht 5,WP Hondtocht,2300,52.5198505,5.798859681
2404,Wp Hondtocht 6,WP Hondtocht,2300,52.506814,5.794545
2443,Wp IJslandweg,Wp IJslandweg,2300,51.44052498,3.736402303
2274,VOF Windpark Kerkmeerweg,WP Kerkmeerweg,800,52.711991,4.772926
2275,VOF Windpark Kerkmeerweg,WP Kerkmeerweg,850,52.709913,4.772282
2276,VOF Windpark Kerkmeerweg,WP Kerkmeerweg,850,52.707816,4.771821
2595,?,WP Leeuwarden,900,53.111713,5.452985
2596,?,WP Leeuwarden,900,53.11205,5.452614
2356,WP Lely,WP Lely,2600,52.51779465,5.589024747
2386,WP Lely,WP Lely,2600,52.51469335,5.589423041
2421,WP Lely,WP Lely,2600,52.51539,5.58912
2422,WP Lely,WP Lely,2600,52.641977,6.728666
2336,Windpark Neer,Wp Neer,2300,51.307073,5.925961
2337,Windpark Neer,Wp Neer,2300,51.305628,5.931221
2338,Windpark Neer,Wp Neer,2300,51.301192,5.947329
2339,Windpark Neer,Wp Neer,2300,51.299746,5.952573
2558,Cooperatieve Windenergievereniging Meerwind,WP Nieuwe Polderjongens,2300,52.23143568,4.642872664
2559,Cooperatieve Windenergievereniging Meerwind,WP Nieuwe Polderjongens,2300,52.2287042,4.647309483
2616,Nieuwegein,WP Nieuwegein,2000,52.02394768,5.127477625
2617,Nieuwegein,WP Nieuwegein,2000,52.02123443,5.124974833
2618,Nieuwegein,WP Nieuwegein,2000,52.01847459,5.122420075
2619,Nieuwegein,WP Nieuwegein,2000,52.01455762,5.119244536
2620,Nieuwegein,WP Nieuwegein,2000,52.01191532,5.117232623
2189,Berghuis,WP Noordpolderweg,850,53.4134,6.4973
2392,Meijer,WP Noordpolderweg,850,53.4,6.3912
2244,Fuji,WP Oudenstaart B.V.,2000,51.6001,5.01489
2245,Fuji,WP Oudenstaart B.V.,2000,51.5976,5.018895
2246,Fuji,WP Oudenstaart B.V.,2000,51.5943,5.023829
2247,Fuji,WP Oudenstaart B.V.,2000,51.5986,5.010501
2248,Fuji,WP Oudenstaart B.V.,2000,51.5922,5.020699
2416,WP Postma en Hovenga,WP Postma en Hovenga,850,52.90648126,5.421986838
2581,Yard Energy,Wp Rembrandt B.V.,2000,52.64181697,6.735299918
2582,Yard Energy,Wp Rembrandt B.V.,2000,52.64847096,6.736671049
2583,Yard Energy,Wp Rembrandt B.V.,2000,52.64567257,6.731466539
2628,Eneco,Wp Sabinapolder vof,3000,51.6758161,4.40054158
2629,Eneco,Wp Sabinapolder vof,3000,51.67291727,4.398592054
2630,Eneco,Wp Sabinapolder vof,3000,51.66984709,4.396514327
2320,firma Smid VOF,WP Smid,850,52.393409,5.483083
2546,Windpark Sternweg B.V.,WP Sternweg,3000,52.38361189,5.546624167
2547,Windpark Sternweg B.V.,WP Sternweg,3000,52.38192767,5.551970741
2548,Windpark Sternweg B.V.,WP Sternweg,3000,52.3807202,5.557651017
2549,Windpark Sternweg B.V.,WP Sternweg,3000,52.38001344,5.563552173
2550,Windpark Sternweg B.V.,WP Sternweg,3000,52.37986948,5.572138894
2551,Windpark Sternweg B.V.,WP Sternweg,3000,52.3804715,5.578594076
2552,Windpark Sternweg B.V.,WP Sternweg,3000,52.38166559,5.584825558
2553,Windpark Sternweg B.V.,WP Sternweg,3000,52.38342413,5.59068924
2554,Windpark Sternweg B.V.,WP Sternweg,3000,52.38570648,5.596049549
2347,Wp Tolhuislanden 1,Wp Tolhuislanden,3000,52.558497,6.203278
2348,Wp Tolhuislanden 2,Wp Tolhuislanden,2300,52.561467,6.205294
2349,Wp Tolhuislanden 3,Wp Tolhuislanden,2300,52.564446,6.207296
2350,Wp Tolhuislanden 4,Wp Tolhuislanden,2300,52.567425,6.209298
2282,Noordpier Wind B.V.,WP Velsen-Noord,2500,52.47002,4.57309
2283,Noordpier Wind B.V.,WP Velsen-Noord,2500,52.472879,4.574494
2284,Noordpier Wind B.V.,WP Velsen-Noord,850,52.475642,4.576288
2478,Langedijk,Wp Venhuizen,900,52.655,5.209287
2393,Vermue,WP Vermue Startenhuizen Repowering,850,53.3738,6.7035
2351,Wp Westenwind 1,Wp Westenwind,3000,52.556058,6.210251
2352,Wp Westenwind 2,Wp Westenwind,2300,52.559475,6.212616
2353,Wp Westenwind 3,Wp Westenwind,2300,52.562892,6.214995
2354,Wp Westenwind 4,Wp Westenwind,2300,52.566318,6.21736
2513,Zeshoek,WP Zeshoek,3000,52.28314,5.458217
2601,Zeshoek,WP Zeshoek,3000,52.32508,5.3456
1070,Wulp-2-West-Wass-1,Wulpweg,850,52.382657,5.328471
1071,Wulp-West-vd Louw-22,Wulpweg,850,52.365806,5.328688
1072,Wulp-Oost1-3-Steenb,Wulpweg,850,52.383944,5.331478
1073,Wulp-6-West-Wass-2,Wulpweg,850,52.378926,5.332577
1074,Wulp-West-Hut-26,Wulpweg,850,52.362116,5.332893
1075,Wulp-Oost-5-Stokman,Wulpweg,850,52.380214,5.335584
1076,Wulp-West-Yard-Brouwer,Wulpweg,850,52.375101,5.336993
1077,Wulp-West-18-Tap,Wulpweg,850,52.37149,5.341332
1078,Wulp-Oost-13,Wulpweg,850,52.372774,5.344341
1079,Wulp-Oost-Jager,Wulpweg,850,52.36904,5.348946
1080,Wulp-West-Hut-38-40,Wulpweg,850,52.364033,5.350332
1082,Wulp-O-Blitterswijk-29,Wulpweg,850,52.365327,5.353339
1083,Wulp-W-Schepenk-42,Wulpweg,850,52.360329,5.354491
1087,Wulp-Oost-Jager-17,Wulpweg,850,52.37817,5.356838
1088,Wulp-Oost-Geschiere,Wulpweg,850,52.36162,5.357486
1091,Wulp-Oost-Broer-21,Wulpweg,850,52.374494,5.361062
1299,Wulp-West-Teutelink,Wulpweg,1000,52.36775,5.345945
1622,Janssen-Maliepaard,Zeebiestocht,2300,52.47195,5.621127
1623,Janssen-Maliepaard,Zeebiestocht,2300,52.473721,5.625075
1624,Janssen-Maliepaard,Zeebiestocht,2300,52.475485,5.629008
1625,Janssen-Maliepaard,Zeebiestocht,2300,52.477258,5.632948
1626,Janssen-Maliepaard,Zeebiestocht,2300,52.479026,5.636878
1627,Janssen-Maliepaard,Zeebiestocht,2300,52.480796,5.640827
1628,Janssen-Maliepaard,Zeebiestocht,2300,52.482556,5.644777
1629,Janssen-Maliepaard,Zeebiestocht,2300,52.484319,5.648697
1630,Janssen-Maliepaard,Zeebiestocht,2300,52.486074,5.652658
1631,Janssen-Maliepaard,Zeebiestocht,2300,52.48784,5.656588
50,Kennemerwind,Zijpe,75,52.742693,4.686317
51,Kennemerwind,Zijpe,75,52.741978,4.686566
206,Kennemerwind,Zijpe,80,52.745504,4.685394
207,Kennemerwind,Zijpe,80,52.74481,4.685633
208,Kennemerwind,Zijpe,80,52.744103,4.685839
209,Kennemerwind,Zijpe,80,52.741272,4.686816
210,Kennemerwind,Zijpe,80,52.740569,4.687045
211,Kennemerwind,Zijpe,80,52.739869,4.687268
2168,Kennemerwind,Zijpe,75,52.743389,4.68609
850,Essent,Zuidermeerdijk,750,52.642243,5.626191
851,Essent,Zuidermeerdijk,750,52.640577,5.627955
2723,Raedthuys & Deventer Energie Cooperatie,,3200,51.6450388,4.399563064
2724,Raedthuys & Deventer Energie Cooperatie,,3200,51.64242812,4.403144128
2725,Raedthuys & Deventer Energie Cooperatie,,3200,51.63978609,4.406664915
2726,Raedthuys & Deventer Energie Cooperatie,,3200,51.63740338,4.410635095
2727,Raedthuys & Deventer Energie Cooperatie,,3200,51.63523967,4.414912646
8,Hoff.beheer,,75,51.5723,4.308233
61,Zonzeel-2,,80,51.6595,4.696705
62,Zonzeel-1,,80,51.6589,4.697437
962,Frijters,,750,51.6588,4.555551
1039,Koenraadt,,750,51.572,4.286244
1069,Kroetenwind,,850,51.6321,4.708787
1235,Hopmans,,900,51.4263,4.292198
1451,Nice Holding,,1750,51.6912,4.583791
1452,Marburg bv,,1750,51.6919,4.587579
2730,Suikerunie (Raedthuys Pure Energie),,3200,51.63309954,4.406769093
2731,Suikerunie (Raedthuys Pure Energie),,3200,51.63040883,4.410604245
2732,Suikerunie (Raedthuys Pure Energie),,3200,51.62852638,4.414535575
2733,Suikerunie (Raedthuys Pure Energie),,3200,51.62647101,4.419787384
963,Bakker,,800,52.752818,6.126938
11,v.d. Voort,,80,52.724234,5.611072
12,Homan,,75,52.706648,5.605473
75,Kruit,,80,52.541161,5.510802
76,Rodenburg,,80,52.415547,5.567903
77,Groot,,80,52.501593,5.582044
78,Bastiaansen,,80,52.724308,5.605215
79,de Jonge,,80,52.546595,5.604607
80,Brunen,,80,52.593846,5.617694
81,Troost,,80,52.636067,5.648671
82,Jeuken/Wind W.,,80,52.544698,5.652636
83,Tilburg,,80,52.450331,5.652726
84,Nieuwenhuyse,,80,52.463489,5.672685
85,Rademakers,,80,52.566384,5.68804
86,Rinsma,,80,52.777858,5.744499
87,Salomons,,80,52.578547,5.745721
88,Huybregts,,80,52.50022,5.749524
89,Marsman,,80,52.724671,5.935973
402,de Jonge,,225,52.588368,5.620395
403,Buizer,,225,52.630328,5.697478
404,Ruiter-2,,225,52.669205,5.801832
405,Ruiter-1,,225,52.665882,5.80503
436,Nijsten,,225,52.490309,5.595819
463,v. Tilburg,,250,52.747266,5.754916
620,de Schutter,,300,52.707244,5.680168
688,Heida-1,,500,52.570521,5.542349
689,Heida-2,,500,52.570019,5.54754
690,Siebenga,,500,52.589446,5.566527
691,Blauw,,500,52.567468,5.568844
736,Davids,,600,52.639353,5.641776
737,Clerxs,,500,52.632552,5.648945
738,Prins,,500,52.660648,5.705857
749,Geluk,,600,52.615638,5.730157
764,van Dongen,,600,52.55888,5.584627
774,De Rond,,600,52.768827,5.612361
776,Meulendijks,,600,52.754647,5.61448
780,De Groot,,600,52.754544,5.623821
782,Bootsma,,600,52.779445,5.629747
783,Rademakers,,600,52.783207,5.737096
857,de Vries,,600,52.548327,5.486515
858,Trouw,,600,52.486359,5.576322
859,Wassenaar,,600,52.503185,5.57824
860,Derks,,600,52.764925,5.608818
861,Bovee,,600,52.743957,5.647678
862,Dingemans,,600,52.80425,5.654813
863,Priem,,600,52.542682,5.670767
864,Maliepaard/Rongen,,600,52.634326,5.724839
908,Janssen,,660,52.480606,5.560082
909,Schieman,,660,52.459628,5.562321
910,Evers,,660,52.497912,5.562925
912,Driesen,,660,52.704318,5.64671
913,Blaauw-Grrr,,660,52.832522,5.739097
914,Bolijn,,660,52.666305,5.74767
966,Wessels- Grrr,,750,52.563886,5.533889
967,v.Wijk,,600,52.560843,5.534241
968,Zonderland,,600,52.562261,5.540034
969,Dirk Bosman,,600,52.573734,5.548004
970,Vogelaar,,750,52.554758,5.549293
972,Holtslag,,750,52.558544,5.560653
973,v.Wijk,,750,52.584641,5.564658
974,H.D.Bosman,,600,52.574793,5.565447
975,Appelman,,600,52.519442,5.56519
976,Eising,,600,52.563079,5.568197
977,v. Zanten,,600,52.574718,5.569853
978,Wiersma,,750,52.539585,5.578904
979,Nooren,,750,52.556801,5.579624
980,Boerma,,750,52.71803,5.605428
981,Keetman,,750,52.69939,5.659756
982,Beetsma,,750,52.675891,5.755226
1169,Knoppers-2,,850,52.698201,5.646573
1170,Knoppers-1,,850,52.700238,5.64662
1171,Kaak,,850,52.652264,5.967181
1203,Boersma,,850,52.479382,4.724197
1426,vd Hoop/Lagerwey E. b.v.,,750,52.770579,5.614169
1675,Vogelaar-1,,1750,52.554571,5.54106
1676,Vogelaar-2,,1750,52.556758,5.544669
1732,Noordertocht-1,,2000,52.483064,5.781987
1733,Noordertocht-2,,2000,52.485532,5.785273
1734,Noordertocht-3,,2000,52.48801,5.788576
1735,Noordertocht-4,,2000,52.490484,5.791876
2647,NOP Agrowind,,7500,52.81839725,5.651781163
2648,NOP Agrowind,,7500,52.81453804,5.647825395
2649,NOP Agrowind,,7500,52.81067641,5.643867984
2650,NOP Agrowind,,7500,52.80681465,5.639911271
2651,NOP Agrowind,,7500,52.80295276,5.635955271
2652,NOP Agrowind,,7500,52.79799287,5.630875741
2653,NOP Agrowind,,7500,52.79411516,5.62690546
2654,NOP Agrowind,,7500,52.7902373,5.622935898
2655,NOP Agrowind,,7500,52.78635933,5.618966994
2656,NOP Agrowind,,7500,52.78248121,5.614998853
2657,NOP Agrowind,,7500,52.77860296,5.611031355
2658,NOP Agrowind,,7500,52.77471191,5.607064511
2659,NOP Agrowind,,7500,52.77084589,5.603098348
2660,NOP Agrowind,,7500,52.75844726,5.597481861
2661,NOP Agrowind,,7500,52.75383244,5.597379528
2662,NOP Agrowind,,7500,52.74921771,5.597264553
2663,NOP Agrowind,,7500,52.74460289,5.597162252
2664,NOP Agrowind,,7500,52.73998786,5.597084006
2665,NOP Agrowind,,7500,52.7353731,5.596970404
2666,NOP Agrowind,,7500,52.73075827,5.596868197
2667,NOP Agrowind,,7500,52.7261434,5.596765982
2668,NOP Agrowind,,7500,52.72152903,5.596663807
2669,NOP Agrowind,,7500,52.69845448,5.596166508
2670,NOP Agrowind,,7500,52.69383971,5.596051178
2671,NOP Agrowind,,7500,52.6892248,5.595949156
2672,NOP Agrowind,,7500,52.6846099,5.595847185
2673,RWE - Essent,,7500,52.64359253,5.627548851
2674,RWE - Essent,,7500,52.63657567,5.634927188
2675,RWE - Essent,,7500,52.6330626,5.638600676
2683,Windkr-acht B.V.,,3000,52.57712044,5.871045105
2684,Windkr-acht B.V.,,3000,52.5735732,5.874384676
2685,Enercon Flevoland BV,,3000,52.54793591,5.556889378
2686,Testfield Lelystad 2 BV,,3000,52.52191835,5.589090261
2714,Lelystad,,900,52.51438,5.58215
4,Akkerman,,15,52.924615,5.844837
13,WPN,,75,53.074387,5.333649
21,NUON,,75,53.155424,5.472625
22,Noordenwind,,75,53.191296,5.503321
25,Houtsma-1,,75,53.246753,5.518947
26,Jorritsma-1,,75,53.250175,5.525776
27,Houtsma,,75,53.237019,5.525997
28,Abma/Mts.Eek,,75,53.157732,5.581448
29,Osinga,,75,53.252082,5.704316
30,Gosliga,,75,53.192129,5.768862
31,Greydanus,,75,53.321185,5.779824
32,Noordenwind,,75,53.305829,5.882571
33,Noordenwind,,75,53.352396,5.909102
34,Noordenwind,,75,53.376191,5.917083
35,Meindertsma,,75,53.296216,5.920325
36,Peerenboom,,75,52.93334,5.939449
37,Woltman Beh.,,75,52.929482,5.941241
39,Nutma,,75,53.354285,6.034406
40,Jansma,,75,53.03536,6.305558
96,NUON,,80,53.172315,5.455336
97,Huitema,,80,53.055368,5.511629
101,Andringa,,80,53.252216,5.519367
102,Houtsma-2,,80,53.246984,5.519927
103,Hettinga,,80,53.218796,5.524472
104,Jorritsma-2,,80,53.250359,5.527934
105,Cnossen,,80,53.149895,5.531251
108,Dokter,,80,53.24041,5.560792
109,Ypma,,80,52.992273,5.564167
110,Abma/mts. Eek,,80,53.157111,5.581849
111,Schuiling,,80,53.234957,5.587295
112,Schuiling,,80,53.234358,5.588025
113,Schuiling,,80,53.23379,5.588727
116,Strikwerda,,80,53.109492,5.615904
117,Jong,,80,53.299754,5.618607
118,Wiersma,,80,53.183177,5.635834
120,Dm Reahûs,,80,53.072416,5.636942
121,Wassenaar,,80,53.145639,5.666762
122,Jaarsma,,80,53.087004,5.671683
123,Twa doarpen,,80,53.112967,5.695778
124,Zeinstra/Sietsema,,80,53.200977,5.700781
126,Hylkema,,80,53.150676,5.704596
127,Schouten,,80,53.191453,5.705271
128,v.d.Hem,,80,53.148118,5.706715
129,Osinga-2,,80,53.25345,5.712455
130,Tilma,,80,53.270112,5.725385
131,Rypma,,80,53.163218,5.725462
132,v.d. Gaast,,80,53.167578,5.730842
133,Jong/Jansma-1,,80,53.187279,5.734885
134,Jong/Jansma-2,,80,53.187259,5.736236
135,Oostra,,80,53.157745,5.763317
136,Jippes,,80,53.333699,5.781388
137,Bijma/Alkemade,,80,53.28358,5.783629
138,Zeinstra,,80,53.265533,5.814644
139,Rodenburg,,80,53.091622,5.819101
140,Hanje,,80,52.997177,5.819375
141,Reitsma,,80,53.331452,5.837832
142,Slager,,80,53.359711,5.849546
143,Vierstra,,80,52.983291,5.846679
144,Koonstra,,80,53.362215,5.852713
145,Holtrop,,80,52.898074,5.848983
146,van Dijk,,80,53.328681,5.862211
148,Montsma,,80,53.310338,6.158559
149,Tamsma-2,,80,53.314331,5.893528
152,Noordenwind,,80,53.381612,5.942759
153,Koonstra,,80,53.361187,5.95649
154,Hiemstra,,80,53.329846,5.958344
155,Dm.Ternaard-3,,80,53.386737,5.981474
156,Dm.Ternaard-4,,80,53.388837,5.981606
157,Dm.Ternaard-1,,80,53.3863,5.987221
158,Dm. Ternaard-2,,80,53.386059,6.009846
160,Brouwer,,80,53.354285,6.034406
161,Poelstra,,80,53.403538,6.063678
267,W.N.W.,,150,52.88509,5.3959
406,Brouwer,,225,53.093179,5.386036
437,Bosma Hovenier,,225,53.058105,5.422755
438,Skuster Dorpsm.,,225,53.044015,5.423761
439,Wagenaar/Kok,,225,53.055514,5.44515
440,Dm. Ut 'e Lyte,,225,53.162246,5.505218
441,Dm. St. Mast,,225,53.145601,5.537633
442,Rusticus,,225,53.141139,5.548272
443,Bartlema,,225,53.213095,5.593787
444,Terpstra,,225,53.181498,5.660979
445,Bierma/Feenstra,,225,53.292999,5.715002
446,Melchers/Timmer,,225,53.288372,5.747405
447,Dm. Reduzum,,225,53.108797,5.782533
448,Noordenwind,,225,53.300241,5.838858
449,van Dam,,225,53.250536,5.852467
450,WBT-1,,225,53.273873,5.856295
451,WBT-2,,225,53.274763,5.856636
470,Tilstra,,400,53.091184,5.410538
471,Tilstra,,400,53.092646,5.413208
473,Soet,,250,53.142579,5.452695
475,Bensdorp,,250,53.018328,5.491653
476,Yntema/Wiske,,250,53.141411,5.499287
477,Smitstra,,250,53.04046,5.535002
478,Bartlema,,400,53.179852,5.568083
480,Bouma,,250,53.218511,5.581384
481,Jansen,,250,53.285579,5.653806
482,Bosma/Veenstra,,300,53.114563,5.676129
483,Bruin,,250,53.226248,5.696341
484,Terpstra/Hoogland,,400,53.315381,5.804665
485,Tacoma-1,,250,53.309583,5.866566
486,Tacoma-1,,250,53.308198,5.867358
487,de Beer,,250,53.377138,5.97299
488,Meinderstma,,300,53.364206,6.032251
489,Visser/Braaksma,,250,53.358356,6.042653
492,Soet / vd Werf,,300,53.091888,5.718675
621,K.deJong / Hoekstra?,,300,52.994794,5.630117
622,Boersma/Sachse,,300,52.954244,5.655385
623,Binnema,,300,53.235491,5.719418
624,Miedema,,300,53.252801,5.738698
625,Woudstra,,300,53.249227,5.771994
626,Bergmans,,300,53.249528,5.815547
627,Rodenburg,,300,53.067947,5.821167
628,Lettinga,,300,53.344981,5.841346
629,Kolijn,,300,53.353841,5.841606
630,Klompmaker,,250,53.012226,5.843052
631,Pars,,300,53.373465,5.891598
632,Kamstra,,250,53.306345,6.156924
648,Bos-1,,450,53.067765,5.5003
672,NUON,,500,52.859617,5.665151
673,WNW,,500,52.861888,5.666304
685,Langhout,,500,53.182023,5.559179
739,Bos,,500,53.071234,5.50463
784,de Vries,,600,53.191528,5.512389
791,Zysling,,600,53.002136,5.63769
865,Nammensma,,600,53.228705,5.492071
867,v.d. Veer,,600,53.165405,5.583605
868,Riedstra,,750,53.163847,5.587038
869,de Jong,,750,53.172178,5.589118
871,Hiemstra,,750,53.094332,5.626704
872,Bouma-Piskaer,,750,53.123256,5.645938
873,GPC/Peenstra,,750,53.112809,5.661463
874,Krimwalde WTB,,600,52.974763,5.67336
875,Boersma,,600,53.002825,5.693403
876,Andringa,,500,53.28307,6.189286
877,Bergmans,,500,53.277511,6.189636
915,Bakker/Dijkstra,,660,53.070183,5.651655
916,Bakker/Dijkstra,,660,53.0842,5.695444
917,GEP/Ploegh,,660,53.265572,6.213907
918,Douma,,660,53.244177,6.221864
983,Kooistra,,600,53.103091,5.401078
985,Miedema,,600,52.96154,5.425018
986,Attema,,750,53.001515,5.42629
987,Oenema,,750,53.022199,5.426547
988,Dijkstra,,600,52.964509,5.44
989,Gaastra,,600,52.946236,5.447812
990,Folkertsma,,600,52.950869,5.455957
991,Jonkman,,600,52.973526,5.467598
992,Gebr. De Jong,,600,53.018669,5.471788
993,Algra,,750,53.126522,5.556826
994,v.d. Hoek,,750,53.117528,5.558751
996,Nootenboom,,750,53.11466,5.579909
998,Klijnstra,,750,53.114954,5.58289
1000,Bakker,,750,53.099534,5.59216
1001,Dm. Wommels,,750,53.124305,5.607809
1002,Giliam,,600,53.111952,5.643167
1003,WNW,,750,52.972352,5.895131
1172,Prins-2,,850,52.873314,5.397704
1173,Broeren,,850,52.87202,5.398837
1174,Prins-1,,850,52.870728,5.399975
1175,Prins-3,,850,52.87533,5.404308
1176,Jongstra,,850,52.877365,5.40585
1177,Prins-4,,850,52.874676,5.406162
1178,Wind,,850,53.11729,5.420617
1179,Jousma,,850,53.090727,5.422079
1180,KNR trading,,850,52.976317,5.424369
1181,Visser,,850,52.977652,5.424937
1182,Politiek,,850,53.135476,5.433762
1183,Odinga,,850,53.122542,5.433822
1184,Sterkenburgh,,850,52.995011,5.438383
1185,Wagenaar,,850,53.055414,5.440245
1186,J.Wiersma,,850,53.059458,5.453099
1188,vd Wal,,850,52.936757,5.475565
1189,Hettinga,,850,53.139764,5.477486
1191,Kramer,,850,53.139367,5.512008
1192,Speerstra,,850,53.043799,5.516894
1193,Attema,,850,53.098198,5.518923
1194,Hannema,,850,53.088632,5.521987
1195,Heeres,,850,53.043798,5.528435
1196,Bos/Galama,,850,53.080009,5.558325
1197,Wijbenga,,850,53.331161,5.882271
1198,Arends-Boersma,,850,53.320813,6.228221
1256,Nauta,,900,53.066181,5.424519
1257,Bijma/Visser,,900,53.041384,5.424967
1258,Bosma-Kaas,,900,53.049326,5.430237
1259,Bouma,,900,53.047099,5.431361
1260,Jansen,,900,53.049521,5.434009
1261,Heeres,,900,53.077927,5.461445
1262,Hettinga,,900,52.968756,5.47094
1263,Steinfort,,900,53.182133,5.520009
1264,Westra,,900,53.181323,5.523891
1265,Bartlema,,900,53.180779,5.56451
1298,Hempenius,,900,53.039,5.454718
1397,Frivis-1,,1300,53.192194,5.427721
1398,Frivis-2,,1300,53.193878,5.428633
1399,Twijnstra,,950,52.958663,5.465006
1400,Bouma,,950,52.984221,5.46848
1401,Zijlstra-Hornstra,,950,52.976659,5.48463
1402,Rodenhuis-1,,950,53.296965,5.723702
1403,Rodenhuis-2,,950,53.296775,5.728038
1404,Koopmans/WOFO,,950,53.328275,5.811573
1405,Hoekstra,,1000,53.197528,5.844376
1406,Carwash,,1000,53.195817,5.844656
1407,Miedema,,1000,53.198456,5.847007
1432,Windpowercentre,,1300,53.197285,5.43068
1574,ESK,,2000,53.180214,5.458751
1632,Bootsma,,2000,53.176834,5.45735
1870,v.d.Voort,,175,53.005265,5.877499
2148,ENNI/F&B,,900,53.182065,5.566675
2178,Miedema,,850,53.345939,5.898624
2181,Houtsma,,80,53.23716,5.527141
2193,Veltman,,900,52.916,5.516359
2194,Westra,,900,52.835,5.55617
2477,Van der Werf,,900,52.863,5.641993
2479,Tamsma,,900,53.314,5.893504
2712,Oorbyt Wyn,,900,53.193886,5.627047
2713,Bos,,900,53.314172,6.607822
42,Onbekend,,50,52.27393,5.589145
60,Gem. Arnhem,,100,51.968311,5.857148
2055,Peelen,,30,52.132928,5.729041
2728,Raedthuys & Deventer Energie Cooperatie,,3200,52.03464772,5.613950357
2729,Raedthuys & Deventer Energie Cooperatie,,3200,52.03145313,5.612378251
44,Visafslag,,75,53.4072,6.2031
45,Ploeg-De Rousant,,75,53.3322,6.3007
46,Wolters,,75,53.2848,6.4528
47,Noordenwind,,75,53.2488,6.5276
163,Wintermolen,,80,53.3909,6.2377
164,Wintermolen,,80,53.1524,6.2623
166,Wintermolen,,80,53.3674,6.4147
167,Wintermolen,,80,53.3684,6.4152
168,Essent,,80,53.3974,6.455
169,Wintermolen,,80,53.3608,6.5527
170,Wintermolen,,80,53.3355,6.5564
171,Wintermolen,,80,53.3262,6.5933
172,Wintermolen,,80,53.3179,6.5967
185,Wintermolen,,80,53.2977,6.6902
186,Wintermolen,,80,53.2357,6.7002
187,Wintermolen,,80,53.1925,6.9018
199,Wintermolen,,80,53.166,6.9428
201,Wintermolen,,80,53.2623,6.9756
202,Wintermolen,,80,53.2213,6.984
203,Wintermolen,,80,53.2681,6.9871
204,Wintermolen,,80,53.1943,6.9922
205,Wintermolen,,80,53.1157,7.0252
490,Mensonides,,300,53.3331,6.5031
740,v.Wesemael,,500,53.3846,6.33
741,v.Leeuwen,,600,53.3424,6.5894
742,Perdok,,600,53.4109,6.6438
794,Westerhof,,600,53.2817,6.9425
795,Rumpff,,600,53.2733,6.9426
796,Boerma,,600,53.281,6.9499
797,Kuiper,,600,53.2795,6.9499
878,Bos,,600,53.3139,6.6086
879,Priem,,600,53.398,6.8108
880,van Oort,,600,53.2748,6.9152
881,Atzema,,600,53.288,6.9425
882,ter Schuur,,600,53.2931,7.0188
883,Perdok,,600,53.283,7.0235
919,Berghuis,,660,53.4105,6.4974
921,v.d. Veen,,660,53.4119,6.837
922,Oostpolderw.,,660,53.4206,6.845
923,Bakker,,660,53.3889,6.8682
924,Pimmelaar,,660,53.27,6.9342
1199,Wintermolen/Bierema,,850,53.4458,6.7008
1200,van Os,,850,53.4263,6.7215
1201,van Os,,850,53.4442,6.7351
1202,Essent,,850,53.4119,6.8725
1439,Geertsema,,1300,53.3487,6.4787
1873,de Bruin,,98,53.1666,6.8703
2001,Noordenwind,,850,53.388,6.345
2002,Beukema,,850,53.3869,6.3401
2613,Warfwind,,900,53.33509372,6.429556765
2614,Ijzerman,,900,53.3424,6.5894
2615,Perdok,,900,53.4109,6.6438
2646,Delta Noord BV,,3300,53.454247,6.847465
2716,Bakker,,900,53.39004829,6.868900327
2689,Zuidenwind,,2350,51.30507216,5.936984443
2643,wp Roosendaalsche Vliet BV,,3000,51.554667,4.437384
2644,wp Roosendaalsche Vliet BV,,3000,51.558588,4.442542
2645,wp Roosendaalsche Vliet BV,,3000,51.562592,4.448844
48,Kennemerwind,,75,52.728159,4.653056
53,W.W.C.,,75,52.738615,5.234325
54,W.W.C.,,75,52.732655,5.245225
212,Verheggen/Broers,,80,52.733871,4.692853
213,Zaanse E.K.,,80,52.491207,4.73648
214,Slijkerman,,80,52.828553,4.738055
215,Kapiteyn,,80,52.87213,4.777348
