ID,EIGENAAR,TURBINE/PARKNAAM,kW,N.Br.-GE,O.L.-GE
216,Langelaan,,80,52.941304,4.782013
217,Langelaan,,80,52.942391,4.781894
218,Teeuwen,,80,52.883162,4.837007
219,de Boer,,80,52.747706,4.862255
221,WWC-1,,80,52.749118,5.104938
222,WWC-2,,80,52.749695,5.106019
223,Windwijzer,,80,52.734591,5.189938
243,NUON,,160,52.381593,5.004265
244,WRK-1,,225,52.749904,5.265179
245,WRK-2,,225,52.748663,5.267313
260,NUON,,250,52.421509,4.946929
418,Eendragt,,225,52.948236,4.754429
419,Vermue,,225,52.880124,4.863236
420,Langendijk,,225,52.667986,5.193712
456,NUON-1,,225,52.928089,5.031821
457,NUON-2,,225,52.928233,5.033092
513,Nes,,400,52.740175,5.080727
636,vd Berg,,300,52.8638,4.792435
637,Wijnker,,300,52.769468,4.80922
638,Stammis,,300,52.753048,4.814295
639,Kooy,,300,52.759027,4.823719
642,Leyen,,300,52.858579,4.852751
643,Schagen,,300,53.045912,4.850955
644,Bakker/Tegenwind,,320,52.846754,4.874605
646,Schenk / Lotwind,,300,52.861316,4.895745
686,Wind-Wijzer bv,,500,52.728514,5.201695
687,Huswind,,500,52.732884,5.209713
806,Kistenmaker,,600,52.823871,4.896288
807,Nobel,,600,52.778179,4.903816
884,Langelaan,,600,52.945711,4.788552
885,Langelaan,,600,52.94655,4.789565
886,Maars/Keppel,,600,52.875441,4.829252
888,Bood,,600,52.724663,4.889338
891,Energy C.,,600,52.935709,5.042423
1004,Blauw,,800,52.678236,4.882077
1005,Blauw,,800,52.678211,4.885633
1049,de Schutter,,750,52.807989,5.094848
472,Vries,,300,53.104767,5.450695
1204,Klazinga,,850,52.840847,4.94859
1206,Bus,,850,52.7713,4.979002
1209,List,,850,52.799862,4.987991
1210,Nieuwenhuyse,,850,52.771102,4.98836
1216,Noordermeer,,850,52.774564,5.00328
1217,Donker,,850,52.766832,5.007378
1218,de Jonge,,850,52.817475,5.013961
1219,Rijk,,850,52.871162,5.018554
1220,v.d. Beek,,850,52.818099,5.019361
1221,Postema,,850,52.815413,5.034189
1222,Den Engelsen,,850,52.824837,5.040331
1223,v.d.Oord-Stoop,,850,52.863603,5.043446
1224,v.d. Meer,,850,52.890788,5.049096
1225,van Arkel,,850,52.839468,5.050146
1226,Veenkamp,,850,52.876914,5.052839
1227,Visser-Vries,,850,52.883145,5.055706
1228,Janssen,,850,52.782891,5.059768
1229,Oers,,850,52.810553,5.103764
1230,Steyn,,850,52.730034,5.131189
1234,Kooiman,,850,52.734541,5.212768
1273,Lettinga,,900,52.862328,4.958937
1274,Hylckama-Vlieg,,900,52.876693,4.973261
1275,Huybregts,,900,52.847046,4.980345
1276,de Zwart,,900,52.872352,4.994955
1277,Wagenaar,,900,52.858596,4.997567
1278,de Graaf,,900,52.840661,5.04293
1279,Zijlmans,,900,52.796517,5.056138
1280,vd Sar,,900,52.826777,5.060792
1281,Brouwer,,900,52.839712,5.065802
1282,Hopmans,,900,52.823644,5.081093
1283,LW-beheer?,,900,52.874391,5.087116
1284,Smit,,900,52.837472,5.095356
1668,v.d. Veek,,2000,52.764316,4.679152
1669,de Graaf,,2000,52.783547,4.686652
1670,Schuijt,,2000,52.7724,4.724548
1740,WCI,,2000,52.426447,4.813349
1869,G. Schuijt,,80,52.770299,4.722992
1871,WCI,,850,52.41953,4.843339
1872,WCI,,2000,52.413961,4.868366
2125,Pronk c.s.,,800,52.714,4.771153
2126,Pronk c.s.,,800,52.716058,4.771391
2127,Pronk c.s.,,800,52.718126,4.771785
2128,Pronk c.s.,,800,52.720098,4.772313
2129,Pronk c.s.,,800,52.721979,4.77304
2130,Pronk c.s.,,800,52.723862,4.773912
2131,Pronk c.s.,,800,52.725701,4.774932
2132,Pronk c.s.,,800,52.727478,4.77612
2159,Bouthoorn,,850,52.770921,4.997441
2190,Kadijk,,850,52.777207,5.009431
2195,Groen,,2000,52.729346,4.854148
2199,Waiboer,,800,52.870136,4.873325
1187,Sinnema,,850,53.111372,5.46243
1190,Sinnema,,850,53.118831,5.490252
1168,Steijart,,850,52.503923,5.587011
2406,de Wit,,2000,52.827568,4.831717
2640,Maasland Windenergie BV,,3000,51.982517,4.04461
2641,Maasland Windenergie BV,,3000,51.981662,4.048754
2690,.,,800,52.83854076,5.095736291
2691,.,,800,52.87545899,5.087512111
2692,.,,800,52.88422009,5.056072598
2693,.,,800,52.87798983,5.05322169
2694,.,,800,52.86466278,5.043821972
2695,.,,800,52.87224141,5.018932503
2696,.,,800,52.87776223,4.973643693
2697,.,,800,52.86339322,4.959299388
2698,.,,800,52.84809928,4.980723045
2699,.,,800,52.85966101,4.997944835
2700,.,,800,52.81915074,5.019743377
2701,.,,800,52.81854078,5.014348354
2702,.,,800,52.77216918,4.988727571
2703,.,,800,52.76788867,5.00775819
2704,.,,800,52.84078355,5.066168746
2705,.,,800,52.77234552,4.979366727
2706,.,,800,52.84172771,5.04331426
2707,.,,800,52.81646338,5.034600836
2708,..,,800,52.79761168,5.056482663
2715,Emmamolen,,900,52.80902974,5.095280843
2717,van Oers,,900,52.810534,5.103792
2718,van Arkel,,900,52.84054521,5.050537309
2719,Hopmans,,900,52.8230277,5.1093752
2720,Van der Oord,,900,52.813286,4.967761
2721,List,,900,52.799879,4.988035
2722,vd Hulst,,900,52.799879,4.988035
2642,Winvast,,3300,52.634641,6.719667
2676,Pure Energie & Raedthuys & Deventer Energie Cooperatie,,2300,52.23685875,6.198290761
2677,Pure Energie & Raedthuys & Deventer Energie Cooperatie,,2300,52.23690707,6.184586862
2180,Johnson,,3000,52.211872,4.878005
226,De Boomgaard,,80,51.533067,3.452132
227,De Boomgaard,,80,51.532402,3.452318
228,Risseeuw,,80,51.365918,3.583636
229,de Hoop,,80,51.678965,3.746994
230,Veluwe Windt.-1,,80,51.680383,3.876589
231,Veluwe Windt.-2,,80,51.679929,3.876939
232,Kik,,80,51.649431,4.077575
366,Zeeuwind-1,,250,51.535672,3.451978
367,Zeeuwind-2,,250,51.536525,3.453513
383,Zeeuwind,,250,51.537735,3.924694
647,Vos,,300,51.51473,3.570938
892,Zeeuwind,,600,51.415368,3.727391
959,Zeeuwind,,660,51.399521,4.220024
960,Zeeuwind,,660,51.398506,4.223425
1013,EPZ,,750,51.434751,3.710584
1754,EPZ,,2750,51.440249,3.718078
2003,WNW,,900,51.477654,3.685024
2004,WNW,,900,51.478727,3.687776
2005,WNW,,900,51.47979,3.690531
2006,WNW,,900,51.48074,3.693388
2007,WNW,,900,51.481657,3.696283
2008,WNW,,900,51.482312,3.699335
2009,WNW,,900,51.482719,3.703107
2010,WNW,,900,51.482788,3.706062
2011,WNW,,900,51.482584,3.709212
2012,WNW,,900,51.482103,3.712293
2013,WNW,,900,51.481397,3.715306
2014,WNW,,900,51.480369,3.718101
2124,Zeeuwind,,900,51.468852,3.721363
57,Deltawind,,75,51.683839,4.178472
234,Deltawind,,80,51.684722,4.178544
235,Windvogel,,80,52.065184,4.73756
728,WEOM,,500,51.729431,4.390447
729,WEOM,,500,51.728767,4.392437
730,WEOM,,500,51.728209,4.394565
731,WEOM,,500,51.727477,4.396425
732,WEOM,,500,51.726835,4.398513
733,WEOM,,500,51.726243,4.400618
734,WEOM,,500,51.725664,4.402737
743,Delta Windpark B.V.,,600,51.696194,4.15781
744,Delta Windpark B.V,,600,51.694753,4.159155
745,Delta Windpark B.V,,600,51.693307,4.1605
746,Delta Windpark B.V,,600,51.691869,4.161846
747,Delta Windpark B.V,,600,51.690431,4.163181
748,Delta Windpark B.V,,600,51.688998,4.164536
893,Lagerwey,,600,51.836964,4.054027
894,Lagerwey,,600,51.838488,4.056057
895,Lagerwey,,600,51.839936,4.058223
896,Lagerwey,,600,51.84121,4.060664
897,Lagerwey,,600,51.84231,4.063317
898,Lagerwey,,600,51.843267,4.066119
899,Nihot,,600,51.868884,4.276697
900,Windvogel,,600,52.014304,4.685412
961,Snoei,,660,51.769381,4.179393
1033,WEOM,,800,51.716227,4.595732
1034,WEOM,,800,51.716653,4.599078
1035,WEOM,,800,51.717086,4.602482
1036,WEOM,,800,51.717786,4.605889
1037,WEOM,,800,51.719167,4.608715
1038,WEOM,,800,51.720592,4.611526
1050,Delta Windpark B.V.-,,750,51.697643,4.156476
1441,WNW,,1490,51.962903,4.138295
1442,WNW,,1490,51.960729,4.142677
1443,WNW,,1490,51.958555,4.14703
1444,WNW,,1490,51.956381,4.151397
1445,WNW,,1490,51.954206,4.155763
1446,WNW,,1490,51.949723,4.1646
1447,WNW,,1490,51.948078,4.168063
1448,WNW,,1490,51.946387,4.171469
1449,WNW,,1490,51.944696,4.17486
1450,WNW,,1490,51.942996,4.178251
1529,De Plaet B.V.,,1750,51.661149,4.316845
1530,De Plaet B.V.,,1750,51.661911,4.32061
1531,De Plaet B.V.,,1750,51.662727,4.324362
1532,De Plaet B.V.,,1750,51.663262,4.328297
1533,De Plaet B.V.,,1750,51.66404,4.332069
1534,De Plaet B.V.,,1750,51.664878,4.335815
1535,De Plaet B.V.,,1750,51.665944,4.339411
1536,De Plaet B.V.,,1750,51.667204,4.342889
1537,De Plaet B.V.,,1750,51.668259,4.346494
1538,De Plaet B.V.,,1750,51.669338,4.350089
1539,De Plaet B.V.,,1750,51.670401,4.353685
1540,De Plaet B.V.,,1750,51.671972,4.356693
1578,Wilde Wind-W,,2000,51.866628,4.28036
1579,Wilde Wind-W,,2000,51.866849,4.285577
1580,Wilde Wind-W,,2000,51.867083,4.290643
1581,Wilde Wind-W,,2000,51.8673,4.295716
1582,Wilde Wind-W,,2000,51.867538,4.300685
1583,Wilde Wind-O,,2000,51.867799,4.305843
1584,Nuon-15,,1500,51.923692,3.99087
1585,Nuon-16,,1500,51.921811,3.991002
1586,Nuon-14,,1500,51.92551,3.991779
1587,Nuon-17,,1500,51.920058,3.992221
1588,Nuon-13,,1500,51.92711,3.993444
1589,Nuon-12,,1500,51.928702,3.995158
1590,Nuon-11,,1500,51.930298,3.996847
1591,Nuon-10,,1500,51.93188,3.99856
1592,Nuon-9,,1500,51.933468,4.000259
1593,Eneco,,1500,51.934411,4.002946
1594,Eneco-2,,1500,51.933993,4.006018
1595,Eneco-3,,1500,51.933367,4.008934
1596,Eneco-4,,1500,51.932718,4.011965
1597,Eneco-5,,1500,51.932051,4.014849
1598,Eneco-6,,1500,51.93029,4.016834
1599,Eneco-8,,1500,51.926485,4.016967
1600,Eneco-7,,1500,51.928366,4.016972
1601,Siemens,,1500,52.042635,4.517501
1672,Prodeon-1,,2000,52.125758,4.485729
1673,Prodeon-2,,2000,52.12699,4.487935
1677,WNW-1,,2100,51.98085,4.052934
1678,WNW-2,,2100,51.980011,4.057083
1679,WNW-3,,2100,51.979076,4.061196
1680,WNW-4,,2100,51.97806,4.065237
1681,WNW-5,,2100,51.976921,4.069204
1755,Evelop / Delta,,2000,51.9373,4.003551
1756,Evelop / Delta,,2000,51.939178,4.005558
1757,Evelop / Delta,,2000,51.941064,4.007528
1758,Evelop / Delta,,2000,51.942964,4.009525
1759,Evelop / Delta,,2000,51.944873,4.011505
1762,BP,,2500,51.945679,4.085202
1763,BP,,2500,51.941976,4.086807
1764,BP,,2500,51.955824,4.091309
1765,BP,,2500,51.940949,4.091909
1766,BP,,2500,51.950453,4.095085
1767,BP,,2500,51.940439,4.095845
1768,BP,,2500,51.954295,4.096838
1769,BP,,2500,51.948426,4.101196
1770,BP,,2500,51.952454,4.103012
1771,Eneco-W,,2750,51.708939,4.109864
1772,Eneco-M,,2750,51.708609,4.113026
1773,Eneco-O,,2750,51.708289,4.11623
1774,Eneco,,2500,51.934398,4.152577
1775,Eneco-2,,2500,51.933057,4.156519
1776,Eneco-3,,2500,51.931711,4.160464
1777,Standhart-4,,2500,51.930554,4.165366
1778,Eneco-5,,2500,51.92926,4.168587
1779,Eneco-6,,2500,51.927489,4.171069
1780,Eneco-7,,2500,51.925401,4.172842
1781,Standhart-8,,2500,51.923135,4.173472
1782,Standhart-9,,2500,51.921139,4.17544
1783,Eneco,,2000,51.768,4.198004
1784,Eneco,,2000,51.766257,4.200738
1785,Eneco,,2000,51.764537,4.203473
1786,Eneco,,2000,51.762797,4.206227
1787,Eneco,,2000,51.761061,4.208952
1788,Eneco,,2000,51.75932,4.211706
1790,Eneco,,2000,51.881087,4.244798
1848,Raedthuys,,3000,51.942415,4.121752
1849,Raedthuys,,3000,51.940552,4.125484
1850,Raedthuys,,3000,51.939569,4.129969
1851,Raedthuys,,3000,51.938532,4.134421
1852,Prodeon,,3000,52.124363,4.607573
1853,Prodeon,,3000,52.124768,4.613354
1854,Prodeon,,3000,52.124673,4.619197
1855,Raedthuys,,3000,52.019295,4.625607
1856,Prodeon,,3000,52.122314,4.623704
1857,Raedthuys,,3000,52.019354,4.630575
1858,Raedthuys,,3000,52.019427,4.635542
1981,Winvast,,3000,51.945815,4.121239
2179,Raedthuys,,3000,52.019556,4.64045
2277,Eneco,,850,51.752141,4.224166
2278,Eneco,,850,51.750905,4.226954
2279,Eneco,,850,51.749673,4.229745
2280,Eneco,,2500,51.748433,4.232543
2464,Raedthuys Windenergie BV,,3000,51.935693,4.124903
2465,Raedthuys Windenergie BV,,3000,51.935023,4.130181
2466,Raedthuys Windenergie BV,,3000,51.934353,4.135178
2467,Raedthuys Windenergie BV,,3000,51.934188,4.140247
2555,Giessenwind B.V.,,3000,51.83450179,4.885889257
2556,Giessenwind B.V.,,3000,51.835585,4.891202021
2557,Giessenwind B.V.,,3000,51.83692807,4.896381623
2560,Maasmond-windenergie B.V.,,3000,51.98347,4.040532
2561,Maasmond-windenergie B.V.,,3000,51.982519,4.044608
2562,Maasmond-windenergie B.V.,,3000,51.981659,4.048753
2584,Yard Energy,,3000,51.90063377,4.298457686
2585,Yard Energy,,3000,51.90000612,4.303284385
2587,De Wilde Wind Holding B.V. en SurveyCom B.V.,,3000,51.86727472,4.275299109
2588,De Wilde Wind Holding B.V. en SurveyCom B.V.,,3000,51.8670781,4.270685991
2589,De Wilde Wind Holding B.V. en SurveyCom B.V.,,3000,51.86790631,4.262329675
2590,De Wilde Wind Holding B.V. en SurveyCom B.V.,,3000,51.86954616,4.257220552
2591,De Wilde Wind Holding B.V. en SurveyCom B.V.,,3000,51.87180135,4.250822324
2592,De Wilde Wind Holding B.V. en SurveyCom B.V.,,3000,51.87380036,4.245103546
2593,De Wilde Wind Holding B.V. en SurveyCom B.V.,,3000,51.87621187,4.239847058
2594,De Wilde Wind Holding B.V. en SurveyCom B.V.,,3000,51.87985143,4.236942961
2606,Greenchoice,,3000,51.91563376,4.187951062
2607,Greenchoice,,3000,51.91341782,4.192388154
2608,Greenchoice,,3000,51.91162123,4.196007124
2609,Greenchoice,,3000,51.90985855,4.199747218
2610,Greenchoice,,3000,51.90812488,4.203523232
2611,Greenchoice,,3000,51.90396616,4.211293965
2612,Greenchoice,,3000,51.90174802,4.215971698
2631,De Wolf Nederland windenergie,,3000,51.97798716,4.069219932
2632,De Wolf Nederland windenergie,,3000,51.98023774,4.06138167
2633,De Wolf Nederland windenergie,,3000,51.97910053,4.065277945
2634,De Wolf Nederland windenergie,,3000,51.98114588,4.05736714
2635,De Wolf Nederland windenergie,,3000,51.98197595,4.053268597
2636,Qurrent,,3000,51.70342404,4.397025466
2637,Qurrent,,3000,51.70612398,4.396795416
2638,Qurrent,,3000,51.70853616,4.397304012
2639,Qurrent,,3000,51.71106707,4.398829012
2679,Boreas Wind B.V.,,2300,52.23199449,4.650920732
2680,Notos Wind B.V.,,2300,52.2342893,4.654220883
2710,Delta Windpark B.V.,,3050,51.69712705,4.158072478
2711,Delta Windpark B.V.,,3050,51.69424364,4.160759361
